sample_rate_hz,frequency_hz,analog_magnitude_db,measured_magnitude_db,legacy_analog_magnitude_db,analog_phase_deg,measured_phase_deg,magnitude_error_db,phase_error_deg
96000,112,-0.000160060611323,-0.000152382450237,-0.000100452557919,-0.189516251377,-0.189516133293,7.6781610845e-06,1.18084165111e-07
96000,123,-0.000178933376205,-0.000169697608203,-0.000121153010845,-0.239694465002,-0.239694670492,9.23576800186e-06,-2.05489467337e-07
96000,134,-0.000201681213075,-0.000190656452351,-0.000143791273081,-0.287402608259,-0.287402930941,1.10247607229e-05,-3.22682525149e-07
96000,146,-0.000230403559436,-0.000217329244581,-0.000170697589366,-0.337286718607,-0.337287068166,1.30743148559e-05,-3.49559592242e-07
96000,159,-0.000265706858284,-0.00025030484357,-0.000202448444008,-0.389359121385,-0.389359483808,1.54020147138e-05,-3.62422589535e-07
96000,173,-0.000308256617656,-0.000289960201609,-0.000239668337722,-0.443663410237,-0.443663224374,1.82964160477e-05,1.85862405184e-07
96000,189,-0.000362329041697,-0.000340541771638,-0.000286048649188,-0.503985440393,-0.503985267822,2.17872700582e-05,1.72570842924e-07
96000,206,-0.000425886775854,-0.000400049492467,-0.000339819443319,-0.566507757834,-0.566508135123,2.58372833858e-05,-3.77288725536e-07
96000,224,-0.000499835790023,-0.00046946505024,-0.000401797219924,-0.631346092693,-0.631346152118,3.03707397821e-05,-5.94244727236e-08
96000,245,-0.000594569187621,-0.000558267954168,-0.000480661545902,-0.705624841937,-0.705624804196,3.63012334527e-05,3.774030614e-08
96000,267,-0.000703430555123,-0.000660499461637,-0.000570854624342,-0.782222951622,-0.782223637718,4.29310934849e-05,-6.86096070842e-07
96000,291,-0.000833282555152,-0.000782485612411,-0.000678084745214,-0.864690104161,-0.864690881063,5.07969427406e-05,-7.76901953582e-07
96000,317,-0.000986913203064,-0.000926915223346,-0.000804656665962,-0.953032856293,-0.953033166212,5.99979797191e-05,-3.09919767833e-07
96000,346,-0.00117407506787,-0.00110297436098,-0.000958599287549,-1.05062450334,-1.05062524084,7.1100706886e-05,-7.37495143626e-07
96000,377,-0.00139249714023,-0.00130871836423,-0.00113804446197,-1.15409533264,-1.15409608455,8.37787760022e-05,-7.51910401537e-07
