sample_rate_hz,frequency_hz,analog_magnitude_db,measured_magnitude_db,legacy_analog_magnitude_db,analog_phase_deg,measured_phase_deg,magnitude_error_db,phase_error_deg
96000,411,-0.0016537957358,-0.00155500533308,-0.00135254013827,-1.26679790099,-1.26679939113,9.87904027209e-05,-1.49013934625e-06
96000,448,-0.00196393298595,-0.00184773139873,-0.00160698073811,-1.38872544385,-1.38872722173,0.000116201587224,-1.77787855444e-06
96000,488,-0.00232939489976,-0.00219307130777,-0.0019066909227,-1.51988506422,-1.51988733421,0.000136323591985,-2.26999306783e-06
96000,532,-0.00276757062481,-0.00260774903685,-0.0022659334613,-1.6635513088,-1.66355420719,0.000159821587961,-2.89838327509e-06
96000,580,-0.00328874940947,-0.00310184761929,-0.00269314623552,-1.81971174544,-1.81971544494,0.000186901790187,-3.69950331269e-06
96000,632,-0.00390414867357,-0.00368645412859,-0.00319752952868,-1.98836540931,-1.98837012774,0.000217694544984,-4.71843544915e-06
96000,689,-0.00463935674763,-0.0043865302722,-0.00380006240007,-2.17274917851,-2.17275510994,0.000252826475434,-5.93143318003e-06
96000,752,-0.00552568175834,-0.0052327168639,-0.00452641180658,-2.37607613593,-2.37608389626,0.000292964894447,-7.76033118707e-06
96000,819,-0.00655315840879,-0.00621667906238,-0.00536842491434,-2.59188753565,-2.59189730036,0.000336479346407,-9.76470781593e-06
96000,893,-0.00778957758789,-0.00740478451472,-0.00638167527156,-2.82983871776,-2.82985158794,0.000384793073171,-1.28701800216e-05
96000,974,-0.00926509105847,-0.0088280547389,-0.00759089968883,-3.08990086491,-3.08991740991,0.00043703631957,-1.65449975866e-05
96000,1062,-0.0110126443843,-0.0105208046744,-0.00902313623885,-3.37204915056,-3.37207060503,0.000491839709888,-2.14544733295e-05
96000,1158,-0.0130905201726,-0.0125426531963,-0.0107262050951,-3.67945940099,-3.67948719338,0.000547866976287,-2.77923810913e-05
96000,1262,-0.0155431643993,-0.0149405961604,-0.0127366094771,-4.01209354022,-4.01212945702,0.000602568238866,-3.59168060178e-05
96000,1376,-0.0184721327703,-0.0178183817433,-0.0151376998718,-4.37629525947,-4.37634159314,0.000653751027025,-4.63336688605e-05
96000,1500,-0.0219430637745,-0.0212454027326,-0.0179834359225,-4.77199364332,-4.77205365159,0.000697661041931,-6.00082626359e-05
96000,1635,-0.0260588289391,-0.025327924669,-0.0213583686079,-5.20229296493,-5.20237068555,0.000730904270125,-7.7720624147e-05
96000,1783,-0.0309734322706,-0.0302227603801,-0.0253890832634,-5.67344900425,-5.67354962554,0.000750671890499,-0.000100621297484
96000,1943,-0.0367585741099,-0.0360029695895,-0.0301347983419,-6.18213227825,-6.18226226024,0.000755604520417,-0.000129981987033
96000,2119,-0.0436865313273,-0.0429384068535,-0.0358194627296,-6.74086569509,-6.74103400418,0.000748124473867,-0.000168309091395
96000,2310,-0.051870801347,-0.0511346506093,-0.0425370414361,-7.34622108103,-7.34643882015,0.000736150737628,-0.000217739124321
96000,2518,-0.0615676206379,-0.0608326903241,-0.0504989946449,-8.00422532164,-8.00450679143,0.000734930313739,-0.000281469785348
96000,2745,-0.0730771909912,-0.0723097096174,-0.0599534386955,-8.72079339042,-8.72115713186,0.000767481373831,-0.000363741438692
96000,2992,-0.0866915885815,-0.0858298802254,-0.071142558851,-9.49855525386,-9.49902508999,0.000861708356124,-0.000469836128156
96000,3262,-0.102862542661,-0.101818964523,-0.084440796164,-10.3462738363,-10.3468807342,0.00104357813819,-0.000606897930826
96000,3557,-0.122053285079,-0.120730509081,-0.100233593413,-11.2693337197,-11.2701177936,0.00132277599777,-0.000784073885562
96000,3877,-0.144645290728,-0.142971307804,-0.118840992684,-12.2666303439,-12.2676412495,0.00167398292461,-0.00101090561287
96000,4227,-0.17143855728,-0.169401236793,-0.140930419668,-13.352324472,-13.3536280398,0.00203732048761,-0.00130356783998
96000,4608,-0.203035334862,-0.200708466227,-0.1670102573,-14.52768429,-14.5293630663,0.00232686863484,-0.00167877632637
96000,5024,-0.240367194814,-0.237874724742,-0.197865731236,-15.8027297602,-15.8048902975,0.002492470072,-0.00216053733087
96000,5477,-0.28429899217,-0.281710726653,-0.234234005919,-17.1806542023,-17.1834306134,0.00258826551757,-0.00277641112914
96000,5971,-0.335989944771,-0.333201249593,-0.277105099805,-18.6699393816,-18.6735024501,0.00278869517784,-0.00356306848995
96000,6509,-0.396619136731,-0.393369288116,-0.327498002322,-20.2750112199,-20.2795752389,0.00324984861492,-0.00456401892795
96000,7096,-0.467714684123,-0.463845230404,-0.386738202953,-22.0050068377,-22.0108432394,0.00386945371921,-0.00583640167303
96000,7736,-0.550825673104,-0.546563316728,-0.456190540013,-23.8645140786,-23.8719615849,0.00426235637588,-0.00744750632899
96000,8434,-0.647746316198,-0.643491222198,-0.537452112798,-25.8592071144,-25.868688038,0.0042550940008,-0.00948092358113
96000,9195,-0.76037946172,-0.756069769418,-0.632245929692,-27.9925709354,-28.0046070584,0.00430969230132,-0.0120361230056
96000,10024,-0.890695777827,-0.88599304864,-0.742394116898,-30.2656498332,-30.280879539,0.00470272918676,-0.0152297057683
96000,10928,-1.04102104663,-1.03643088909,-0.870070106219,-32.6821208651,-32.701326526,0.00459015754163,-0.019205660947
96000,11913,-1.213518241,-1.20974341039,-1.01736971776,-35.2397051124,-35.263830587,0.00377483060274,-0.0241254746484
96000,12988,-1.41081052772,-1.40750031091,-1.18685063068,-37.9403272618,-37.9705166893,0.00331021681116,-0.0301894275174
96000,14159,-1.63483190756,-1.63280400835,-1.38055356146,-40.7745245459,-40.8121309909,0.0020278992078,-0.0376064450254
96000,15436,-1.88801984712,-1.88793873696,-1.60102773649,-43.7389285881,-43.7855640076,8.11101572509e-05,-0.046635419506
96000,16828,-2.1722998678,-2.1741357156,-1.85045281147,-46.8237667065,-46.8813261674,-0.00183584780796,-0.0575594609875
96000,18346,-2.48957747681,-2.49452076393,-2.13105534957,-50.0200492393,-50.0907601051,-0.00494328711936,-0.0707108657878
96000,20000,-2.84103815058,-2.84878857459,-2.44447367674,-53.3133703014,-53.3998238495,-0.00775042400858,-0.0864535481438
192000,20,-0.0011777671796,-0.00117675371962,-3.20324004205e-06,0.878068941846,0.877943151138,1.01345997864e-06,-0.000125790707888
192000,22,-0.000974883851325,-0.000975592645364,-3.87592017008e-06,0.786062233662,0.786156317776,-7.0879403902e-07,9.40841137093e-05
192000,24,-0.000820842847953,-0.000820099141789,-4.61266496138e-06,0.708322340767,0.708250228844,7.43706162954e-07,-7.21119234158e-05
192000,26,-0.000701236551657,-0.00070168776848,-5.41347438598e-06,0.641557722748,0.64161413284,-4.51216823738e-07,5.6410091456e-05
192000,28,-0.000606610336186,-0.000606013624135,-6.27834840662e-06,0.583417023573,0.583372122292,5.96712050996e-07,-4.49012811768e-05
192000,31,-0.000498031027535,-0.000492916027194,-7.69578048483e-06,0.508725196057,0.508727733102,5.1150003405e-06,2.5370446456e-06
192000,34,-0.000417515397333,-0.000417654040118,-9.25735769746e-06,0.445522105087,0.445546671271,-1.38642785285e-07,2.45661843714e-05
192000,37,-0.000356397948508,-0.00035904281141,-1.09630799034e-05,0.391013532897,0.39101178873,-2.64486290259e-06,-1.74416791822e-06
192000,40,-0.000309134981968,-0.000308665532455,-1.28129469357e-05,0.343243414297,0.343228699237,4.6944951232e-07,-1.47150603709e-05
192000,44,-0.000261484037288,-0.000261005048346,-1.55036613091e-05,0.287649885375,0.287639041254,4.78988943826e-07,-1.08441211438e-05
192000,47,-0.000234176846031,-0.000232509718641,-1.76898655923e-05,0.250737260034,0.250738289178,1.66712738982e-06,1.02914450558e-06
192000,52,-0.000200100737932,-0.00019956060825,-2.16538597504e-05,0.196223706961,0.196217429001,5.40129681579e-07,-6.27796055653e-06
192000,56,-0.000180400622365,-0.000179813832738,-2.51133427985e-05,0.157568233955,0.157563338205,5.86789627349e-07,-4.89575001272e-06
192000,61,-0.000162577504002,-0.000162558163166,-2.97980553302e-05,0.114021549296,0.114020987291,1.93408370886e-08,-5.62005308363e-07
192000,67,-0.000148494059051,-0.000147406517033,-3.59482348752e-05,0.0671983475815,0.0671987860551,1.08754201648e-06,4.38473559288e-07
192000,73,-0.000140215988692,-0.000139685790136,-4.26749844446e-05,0.0249217164077,0.0249213610953,5.30198555777e-07,-3.55312340844e-07
192000,80,-0.000135939053263,-0.00013491345553,-5.12515760396e-05,-0.020019373201,-0.02002071925,1.02559773174e-06,-1.34604905518e-06
192000,87,-0.000136034180451,-0.000134725877825,-6.06129357504e-05,-0.0613264869143,-0.0613262825984,1.30830262626e-06,2.04315898226e-07
192000,95,-0.000140257965786,-0.0001387726102,-7.22725670125e-05,-0.105115285591,-0.105115136835,1.48535558739e-06,1.48756796257e-07
192000,103,-0.000147973309879,-0.000146276773249,-8.49571876205e-05,-0.146071207177,-0.146071101893,1.69653663124e-06,1.05284360343e-07
192000,112,-0.000160060611323,-0.000158120449954,-0.000100452557919,-0.189516251377,-0.189516524997,1.94016136876e-06,-2.7362071788e-07
192000,123,-0.000178933376205,-0.000176587979042,-0.000121153010845,-0.239694465002,-0.239694435282,2.3453971632e-06,2.97198143179e-08
192000,134,-0.000201681213075,-0.000198923843889,-0.000143791273081,-0.287402608259,-0.287402579494,2.75736918632e-06,2.87646487761e-08
192000,146,-0.000230403559436,-0.000227127289101,-0.000170697589366,-0.337286718607,-0.337286755041,3.27627033328e-06,-3.64344176844e-08
192000,159,-0.000265706858284,-0.000261832852405,-0.000202448444008,-0.389359121385,-0.389359168956,3.87400587721e-06,-4.757095734e-08
192000,173,-0.000308256617656,-0.000303647683547,-0.000239668337722,-0.443663410237,-0.443663397213,4.60893410944e-06,1.30233884048e-08
192000,189,-0.000362329041697,-0.000356830559542,-0.000286048649188,-0.503985440393,-0.503985421658,5.49848215581e-06,1.87347109278e-08
192000,206,-0.000425886775854,-0.000419367254415,-0.000339819443319,-0.566507757834,-0.566507916068,6.51952143861e-06,-1.58234006891e-07
192000,224,-0.000499835790023,-0.000492154215846,-0.000401797219924,-0.631346092693,-0.631346032506,7.68157417583e-06,6.01870498447e-08
192000,245,-0.000594569187621,-0.00058535629096,-0.000480661545902,-0.705624841937,-0.705624834167,9.21289666082e-06,7.7692264294e-09
192000,267,-0.000703430555123,-0.00069253507418,-0.000570854624342,-0.782222951622,-0.782223128419,1.08954809434e-05,-1.76797277415e-07
192000,291,-0.000833282555152,-0.000820349238672,-0.000678084745214,-0.864690104161,-0.864690310555,1.293331648e-05,-2.06393850421e-07
192000,317,-0.000986913203064,-0.000971552204136,-0.000804656665962,-0.953032856293,-0.95303291469,1.53609989287e-05,-5.83970885346e-08
192000,346,-0.00117407506787,-0.00115580397779,-0.000958599287549,-1.05062450334,-1.05062477692,1.82710900806e-05,-2.73576869861e-07
192000,377,-0.00139249714023,-0.00137084876222,-0.00113804446197,-1.15409533264,-1.154095487,2.16483780119e-05,-1.54364961775e-07
192000,411,-0.0016537957358,-0.00162813999781,-0.00135254013827,-1.26679790099,-1.26679831468,2.56557379919e-05,-4.13689222443e-07
192000,448,-0.00196393298595,-0.00193352755785,-0.00160698073811,-1.38872544385,-1.38872581091,3.04054281032e-05,-3.67053949403e-07
192000,488,-0.00232939489976,-0.0022934174212,-0.0019066909227,-1.51988506422,-1.51988556115,3.5977478557e-05,-4.9693138724e-07
192000,532,-0.00276757062481,-0.00272495592249,-0.0022659334613,-1.6635513088,-1.66355197145,4.26147023256e-05,-6.6264978691e-07
192000,580,-0.00328874940947,-0.00323830054262,-0.00269314623552,-1.81971174544,-1.81971261886,5.04488668512e-05,-8.73420678195e-07
192000,632,-0.00390414867357,-0.00384453238866,-0.00319752952868,-1.98836540931,-1.98836654983,5.9616284911e-05,-1.14051862586e-06
192000,689,-0.00463935674763,-0.00456889553065,-0.00380006240007,-2.17274917851,-2.17275058176,7.04612169761e-05,-1.40325131074e-06
192000,752,-0.00552568175834,-0.0054423329153,-0.00452641180658,-2.37607613593,-2.37607806749,8.33488430462e-05,-1.93155657132e-06
192000,819,-0.00655315840879,-0.00645507154922,-0.00536842491434,-2.59188753565,-2.59189005498,9.80868595696e-05,-2.51932312662e-06
192000,893,-0.00778957758789,-0.00767409747824,-0.00638167527156,-2.82983871776,-2.82984186403,0.000115480109651,-3.14626842598e-06
192000,974,-0.00926509105847,-0.00912927810554,-0.00759089968883,-3.08990086491,-3.08990495988,0.000135812952924,-4.09496508049e-06
192000,1062,-0.0110126443843,-0.01085338004,-0.00902313623885,-3.37204915056,-3.37205446048,0.000159264344273,-5.30992658458e-06
192000,1158,-0.0130905201726,-0.0129042241736,-0.0107262050951,-3.67945940099,-3.67946628846,0.000186295998926,-6.88746403575e-06
192000,1262,-0.0155431643993,-0.0153261255407,-0.0127366094771,-4.01209354022,-4.01210245919,0.000217038858555,-8.91897007526e-06
192000,1376,-0.0184721327703,-0.0182199835343,-0.0151376998718,-4.37629525947,-4.37630689451,0.000252149236047,-1.163503372e-05
192000,1500,-0.0219430637745,-0.0216514980505,-0.0179834359225,-4.77199364332,-4.77200868088,0.000291565724015,-1.50375562288e-05
192000,1635,-0.0260588289391,-0.0257234828675,-0.0213583686079,-5.20229296493,-5.20231235459,0.000335346071559,-1.93896655369e-05
192000,1783,-0.0309734322706,-0.0305898148508,-0.0253890832634,-5.67344900425,-5.67347412322,0.00038361741984,-2.51189768298e-05
192000,1943,-0.0367585741099,-0.0363234035506,-0.0301347983419,-6.18213227825,-6.18216474926,0.00043517055934,-3.24710043118e-05
192000,2119,-0.0436865313273,-0.0431966057126,-0.0358194627296,-6.74086569509,-6.74090776155,0.000489925614739,-4.20664611096e-05
192000,2310,-0.051870801347,-0.0513251801889,-0.0425370414361,-7.34622108103,-7.34627552934,0.000545621158029,-5.44483139943e-05
192000,2518,-0.0615676206379,-0.0609673369798,-0.0504989946449,-8.00422532164,-8.00429569716,0.000600283658042,-7.03755217257e-05
192000,2745,-0.0730771909912,-0.0724259922935,-0.0599534386955,-8.72079339042,-8.72088432015,0.000651198697702,-9.09297276954e-05
192000,2992,-0.0866915885815,-0.0859967379199,-0.071142558851,-9.49855525386,-9.49867269604,0.000694850661655,-0.000117442181814
192000,3262,-0.102862542661,-0.102134657965,-0.084440796164,-10.3462738363,-10.3464255557,0.000727884695489,-0.000151719479202
192000,3557,-0.122053285079,-0.121306153664,-0.100233593413,-11.2693337197,-11.2695297111,0.000747131414734,-0.000195991453109
192000,3877,-0.144645290728,-0.143894088776,-0.118840992684,-12.2666303439,-12.2668830567,0.000751201952627,-0.000252712759886
192000,4227,-0.17143855728,-0.170696319645,-0.140930419668,-13.352324472,-13.3526503189,0.000742237635197,-0.000325846894431
192000,4608,-0.203035334862,-0.202307600552,-0.1670102573,-14.52768429,-14.5281039312,0.000727734309587,-0.000419641197097
192000,5024,-0.240367194814,-0.239644763826,-0.197865731236,-15.8027297602,-15.8032698228,0.00072243098757,-0.000540062590323
192000,5477,-0.28429899217,-0.28355013246,-0.234234005919,-17.1806542023,-17.1813482004,0.000748859709949,-0.000693998107384
192000,5971,-0.335989944771,-0.335155314297,-0.277105099805,-18.6699393816,-18.6708300069,0.000834630473822,-0.00089062528979
192000,6509,-0.396619136731,-0.395614618883,-0.327498002322,-20.2750112199,-20.2761520014,0.0010045178481,-0.00114078147758
192000,7096,-0.467714684123,-0.466446978336,-0.386738202953,-22.0050068377,-22.0064655864,0.00126770578671,-0.00145874869493
192000,7736,-0.550825673104,-0.5492246935,-0.456190540013,-23.8645140786,-23.866375435,0.00160097960411,-0.00186135641861
192000,8434,-0.647746316198,-0.645805049452,-0.537452112798,-25.8592071144,-25.8615765724,0.00194126674661,-0.00236945798676
192000,9195,-0.76037946172,-0.758177455068,-0.632245929692,-27.9925709354,-27.9955788129,0.0022020066516,-0.00300787750074
192000,10024,-0.890695777827,-0.888368196217,-0.742394116898,-30.2656498332,-30.2694555658,0.00232758161005,-0.00380573253841
192000,10928,-1.04102104663,-1.03865511911,-0.870070106219,-32.6821208651,-32.6869197996,0.00236592751892,-0.00479893454475
192000,11913,-1.213518241,-1.2110336368,-1.01736971776,-35.2397051124,-35.2457328687,0.00248460419277,-0.00602775634975
192000,12988,-1.41081052772,-1.40797118959,-1.18685063068,-37.9403272618,-37.9478693692,0.0028393381313,-0.00754210735468
192000,14159,-1.63483190756,-1.63150202144,-1.38055356146,-40.7745245459,-40.7839185943,0.00332988611677,-0.00939404842937
192000,15436,-1.88801984712,-1.88445166006,-1.60102773649,-43.7389285881,-43.7505766201,0.00356818705464,-0.0116480319385
192000,16828,-2.1722998678,-2.16894136287,-1.85045281147,-46.8237667065,-46.8381411747,0.00335850492909,-0.0143744682378
192000,18346,-2.48957747681,-2.48643656842,-2.13105534957,-50.0200492393,-50.0377051558,0.00314090838405,-0.0176559164214
192000,20000,-2.84103815058,-2.83782976304,-2.44447367674,-53.3133703014,-53.3349529709,0.00320838754111,-0.0215826695017
