type,slope,resonance,input_amplitude,rms,early_rms,output_peak,fundamental_amplitude,finite,stage1_limit_hits,stage2_limit_hits,stage1_max_prelimit,stage2_max_prelimit
LPF,12,125,0.001,0.0276078735629,0.0276054423129,0.0390138663352,0.0308862748701,1,27798,0,8.25754944716,6.87965294254
LPF,12,126,0.001,0.0277250246135,0.0277243035542,0.0391498804092,0.0173228294751,1,29980,0,8.29410537535,6.91135774314
LPF,12,127,0.001,0.0278208424418,0.0278198567751,0.0392714180052,0.00383208731139,1,31779,0,8.32605876589,6.93959504768
LPF,12,0,1.000,0.00167784577088,0.00167795525785,0.918718338013,0.00237224073109,1,0,0,0.590668706109,0.514547687832
LPF,12,1,1.000,0.00184477815968,0.00184486433027,0.918764472008,0.00260832187988,1,0,0,0.626035196731,0.543344730326
LPF,12,2,1.000,0.00192407499964,0.00192415107726,0.918784737587,0.00272046422452,1,0,0,0.641979812847,0.556275625373
LPF,12,3,1.000,0.00198970324028,0.00198977136843,0.918800771236,0.00281327556888,1,0,0,0.654784956924,0.566638844869
LPF,12,4,1.000,0.00204861258341,0.00204867385576,0.918814659119,0.00289658454796,1,0,0,0.665989415729,0.575691659155
LPF,12,5,1.000,0.00210348142452,0.00210353653143,0.918827116489,0.00297417909267,1,0,0,0.676187317777,0.58391963362
LPF,12,6,1.000,0.00215567987062,0.00215572929187,0.918838620186,0.00304799688267,1,0,0,0.685682489208,0.591571144463
LPF,12,7,1.000,0.0022060218587,0.00220606595047,0.918849349022,0.00311918903181,1,0,0,0.694654938519,0.598793389005
LPF,12,8,1.000,0.00225503929758,0.00225507833739,0.918859541416,0.00318850779411,1,0,0,0.703221666501,0.60568206999
LPF,12,9,1.000,0.00230310398439,0.00230313819253,0.918869256973,0.00325647898455,1,0,0,0.711463763142,0.612303537262
LPF,12,10,1.000,0.00235048935687,0.00235051891304,0.918878555298,0.0033234893126,1,0,0,0.719440153252,0.618706020884
LPF,12,11,1.000,0.00239740477098,0.00239742982286,0.918887555599,0.00338983485942,1,0,0,0.73053637731,0.630767906618
LPF,12,12,1.000,0.00244401592649,0.0024440365984,0.918896257877,0.00345574996498,1,0,0,0.744620196205,0.642750811129
