case,velocity,centroid_20_16000_hz,sub_to_above_sub_db,above_200_to_below_200_db,rms_dbfs,midi_sha256,raw_render_sha256
cotton-wool,107,53.60544326790717,7.224494814872742,-11.459330320358276,-29.33030081896325,ef1c7d18f873befc1d8dd2bb528f58be1ae1b054eb0b474081e6ab8eb4efd1d8,9f62531338bcd9c218b739f76ae3902b8bc54e31eb57031e177086f148d10d20
cotton-wool,108,53.96080164164067,7.192491888999939,-11.400352716445923,-29.32662187744555,60ea72e9ee503a30e776964ad6863af36eb9e8d5d01f079a099117fab1ccb3af,63f9c1df5837e2c5e9088c7adef08783739c18e68f064c2b3ed79188958d0d74
cotton-wool,109,54.317857394922335,7.160887122154236,-11.342207193374634,-29.32296797930206,2db72d9c7fe442db3fa55d900c567efcbe1369d6908ede7fc91af0482207182f,34ce46375de52306c8de8f0a05114b33bd86cc63e517f83d7ca2b75b9c4f8b65
cotton-wool,110,54.6766097349847,7.129671573638916,-11.284879446029663,-29.319338902195753,40ce2e2356bcf234402d56ff573078c02b9c04d311476acb9a164d310bf47585,a0c411f99ac71aa211410c20f0d68c776ddbd852dc5b482be8f7cd51c207f705
cotton-wool,111,55.0370742682256,7.098839282989502,-11.228350400924683,-29.315734428284905,6665a0e8ac10f091df9157ca2d004df76f1a4b79ecb51b9562e1ea432009ded1,f909953dc38a5077d7652b50fb74e0ed6706449f0223d40a1e7eeade78acefcb
cotton-wool,112,55.39927744831321,7.06838071346283,-11.17260217666626,-29.312154335681917,a75e21ce3f0830f02baf7692de604e13a29482897d2c485c6c78f7ca2d498c3e,6962fa55f62d07f9ff69df583af449955209ab83c1d3b54a71596bb51bbcdf18
cotton-wool,113,55.76319854636019,7.03829288482666,-11.117621660232544,-29.308598422639434,813caac6a54ded25fd21f6ed8f4d887e11c6a9ac998dc0e2a17e793d398b2166,7606b2a3e42679288f73388c3eb6347d0a581961f31e1b9d6e6ec60e289c39c4
cotton-wool,114,56.12888535747426,7.008567452430725,-11.063392162322998,-29.305066500827976,21cca7b866ddcf61082430834f6d452a899c313de32c14792ec837afef46caec,bc96b416c4dce26f448909593a84db3199bbd5caa72f5aa7bd7d0bf879a6f6c8
cotton-wool,115,56.496295985629196,6.979197263717651,-11.009899377822876,-29.301558390684498,57da4747c3e154a82a9da3b1dd8192c1f079db8ddf004a3e9fa7c42e9dfd8636,5401b0ad1244505808f91e600513903999c2bbde190a92540b480be4d0829e2f
cotton-wool,116,56.86543838629812,6.9501793384552,-10.957129001617432,-29.298073932517173,24be318ccf6284cbc2226ca2e15f5e92bc56c4a8b39a788c73a5febc934f69f0,70258be69aadbba965988a01b8910d22ce65c9a8ad496c241460ec070883a82a
cotton-wool,117,57.23630588892934,6.921507120132446,-10.905070304870605,-29.294612988225648,773648d2d4943993be706a291c05b7992c1b27ff4b67b6c158da2e39837049d5,acd827c1bf219d56c3fa55e220939dc2f6b876d0f1aee0a6f0e3086c81013108
cotton-wool,118,57.60887389894115,6.893172860145569,-10.853708982467651,-29.291175438192518,4cbd8889483e00d0e8b1058d5bb50705fafabd14af53c95a3cae48627116979e,d79ed04754a9c9181fced9699437ba01c4a7ed9e250c2860bb1bfd37d2529d7c
cotton-wool,119,57.98313363329978,6.865175366401672,-10.80303430557251,-29.28776118282897,9b14144ea6a09033a5151d3ffff8627c7e05fe015a3102002e0ee5555a14d53b,0a47530f541e953488e4b72ad4aae52058bdb189e537bc20a9e4e17a712357c6
cotton-wool,120,58.35905358547614,6.837508678436279,-10.753035545349121,-29.284370132324973,6269769e41c16c21b475e4eda0d76a5f180d027a1889dae103a707055025345c,be1c695de8c1d3faeca964b351ad495e0558f97fe76b94ff020b40dd4359ce2b
cotton-wool,121,58.73660104532887,6.810166239738464,-10.70370078086853,-29.281002232276705,0f286c7c2f91895df27723a1d388cb328904dd2f0843a2f2794ef2e8d88d4fc0,7997cd3e0179d9f3e7db9fa5acb991f7cfc000e4698521863ddd7b259534153f
cotton-wool,122,59.115765237738266,6.783146858215332,-10.655022859573364,-29.277657433317557,abdea937731845cf27a982e5250d272d37a3c4f0ef22970297406b7471f6621f,39a8bcc92b718be404fa2971fd1aae581d5db3bd38ee713ef281514e244cd0b4
cotton-wool,123,59.49648407816422,6.7564457654953,-10.606991052627563,-29.274335718007638,39ffee635d5e67d4a06d40b300012819f09d139fc2aaaae5c9dc56a47e6df774,e41b68b698804d4e7e7ad29c8285632534383097beddb025e7742715ed2550a3
cotton-wool,124,59.87874415794228,6.730058789253235,-10.55959939956665,-29.271037077474112,7238d62a27c893a968e35a961b79248e860be288957d85d6642188d2af0321de,bad9c5e795c04bf4ac89ab9648068a0592cd0c8ba9be710386b256cb19dbfb8e
cotton-wool,125,60.26248646096401,6.703982353210449,-10.512833595275879,-29.267761529588846,2fefa9ccd83e11cbd376ab7e57e6a76461676652f6ade17ee4b6f16b511d408c,f51b32e98f7bfe11f9c8796da469174bb597d34b973cb3ac83d8b1b83e96cc41
cotton-wool,126,60.647660398855095,6.678212285041809,-10.466690063476562,-29.26450909225609,340694108b5c8b8d23d6bb8fc3129e4b90a1d2ae4439cf8db80a9e142ba467c8,ebb1a26f009f8e29992be12eb73785d663ee5cb300d8fbf542eb40db72c3d123
cotton-wool,127,61.03422988814978,6.652749180793762,-10.421162843704224,-29.261279810091516,b7069fa902425ed60c49dbd3ce717b4d3f15a18bbce2ac3c01d44329bcf0cf4d,2978dad1ddcb79f13f4aa07579284d2be293c80317546ff66ebba124f8984cb6
dist-bs-1,1,48.80738548394725,-1.6498532891273499,-19.809279441833496,-12.706047875722035,0f522471227d88b6dfae1e375ac84c256bba874193fc16e1e720cdaef177aca6,44af8c33848422ebb55ef2c7b9688a8e064bedd54361174954cc883c0edd8824
dist-bs-1,2,48.80738466667388,-1.6498532891273499,-19.809279441833496,-12.69611702020709,4eccb6ac9190e9a67903c89f9b9d08478380291d76be9c36f2310475430aa0b4,b0c871f287f39e63400b9bb169440ecc78d1e8e14134f3319d63721fcd79ad59
dist-bs-1,3,48.80738057877454,-1.6498532891273499,-19.80928063392639,-12.68619728676314,fbd114a8dd595296aaa18b79b75c93a89b8e20ffd30ba9ca5b7c577184ca5f0f,443e2722d559c3e71310827f53f48920f756348ed10ba22d0f4258de851b34db
dist-bs-1,4,48.80738128180192,-1.6498537361621857,-19.80928063392639,-12.676289043149854,ba3ebf96047bbae3dce7c139a5b1f77fdca5d83e385ec5bc3cd038ac06c7b579,6c9a035146a4877b98f21bc2b5aebe173140387072a67786b66258bdff2d8958
dist-bs-1,5,48.80738648231004,-1.6498532891273499,-19.809279441833496,-12.666391938395403,7d89f3f94c8db1f56dddf7ab5bc732a886cdbc0d0bf57507558c6213c4076e7a,bb8f08d09f9c7923bb6a6f71f7f37e850b45670a55045e64108dcff7cf08c2bd
dist-bs-1,6,48.807379352444656,-1.649852991104126,-19.80928063392639,-12.656506167489475,bcbc56c833ebfe351ec9af0d13f080e1b9c6e79478ddbf5818c419b5fcbbd447,9a6996e1661307bdf877182f051f558062929c7a6eb2804f0b2d2fcdd28242e7
dist-bs-1,7,48.807378753061336,-1.6498540341854095,-19.809279441833496,-12.646631630689946,9c04673a8cff3bca2fc35145b0f45c62d44053fa1006618c8dd4ea88f79a0806,600648f490e0f7c7cb1313c1be60fa5edd90f80cb6405548bf225409807f4e28
dist-bs-1,8,48.80737727253388,-1.6498537361621857,-19.80928063392639,-12.636768236653275,07b7ed389c97dcc0512c8f671b39d7a796903b6a96b8b8631510ff352c229cd3,3850856d4c7a9a4ef312f3994f71627d215be2879daeeb361b9915eaac239933
dist-bs-1,9,48.80738269612481,-1.6498525440692902,-19.809279441833496,-12.626916232953842,4c189a1496998f0cad283f203d0fe2b6c9c8ae1d1452d355e337fd896a653462,69d1bc99dff4da844c3b0e614beaec23320b0956d93e8cfef5935e59efedcd32
dist-bs-1,10,48.807380547879745,-1.6498537361621857,-19.80928063392639,-12.6170751384952,2ad19da244c4993c46c3f21972b5ca76ca5940146a912692df92fca85941b3a0,5aa4ad502c8c1d1e5a5b538cac8613442ba5c43b9895512a7b5a42608c5e311c
dist-bs-1,11,48.80738418736904,-1.649852991104126,-19.809279441833496,-12.607245429587826,efd55cf0d6e29d5bd37cd3fc66b7a962c9af078611181ebde724718d3541d880,f6a5897012e081deda202971f2ffaf6dc56437918a55a6745e589bcf68ef495c
dist-bs-1,12,48.80738126245088,-1.649852991104126,-19.809279441833496,-12.597426626079013,8a573ff49ea7386f966e3d5672be8893ea97544dd9ec31d1bd1b434b60dec5cb,9393bcd75aa9f2b2a4b61344fca8f6b3252c6de68bfa637a59cc4f6ba66d7f43
dist-bs-1,13,48.807375274285285,-1.6498544812202454,-19.80928063392639,-12.587618996631306,00791e089a2edce23fbcdd4e9938ee9e46ee29634b0c1b00217700ae2b5488bf,bfa8241e5ef4a633d8709e8ed14fb08a3d4909a49fcbaf201736ef6887d5cd51
dist-bs-1,14,48.807383463289916,-1.6498544812202454,-19.809279441833496,-12.577822420545244,a5993aac5c01d6efe329299d1761217b6453925d7405754c86fa778b93a74b59,ef0c6128a89b2c06dd47befde793ff303b1628d3b4a4ba2c19057fa4bdafb2be
dist-bs-1,15,48.80738775078392,-1.649852991104126,-19.809279441833496,-12.568036810841177,6c6702930808e64a2a11d870bc4997193f852a44f1c0d9c7bc12318932d96c03,7004ab3cea5eaa71106298c0b872177f251cf1e2cb7f51d1007052ea12338a46
dist-bs-1,16,48.80738078179332,-1.6498537361621857,-19.809279441833496,-12.55826237672504,9f95fcec979a40a61fc4f89beca6b3acaa0661b36d84a76daa4d025071d8df1e,14798c2e53060a4c2a484870e965fa015a72bf9917d56342215ca571321edc02
dist-bs-1,17,48.807386370043304,-1.649852991104126,-19.80928063392639,-12.548498751113558,4087a9f6954af5b1ffd730b40fc5db820e3ba78e8265aa34211bab1ab6a743e4,1a61e9dea204133f981adce0ca9ad885c556e94108748dbd5ea48b7ae97efdb0
dist-bs-1,18,48.807385269910704,-1.6498537361621857,-19.809279441833496,-12.538746299473045,959b96bd90426f82dedf86515381d4e104dfb9ec6456a2518a3545192f7042e7,ee2d6def13744cca7e776cb1369f8ab766d576cfc9b31d747f5930908c62b461
dist-bs-1,19,48.80738521764662,-1.6498522460460663,-19.809279441833496,-12.529004587876694,27323c1bb46d1471a8404fb3a99340173c6303c830dd0fa741b4576f462731c3,8b16dfe364cc19dc76ea5106fccca7c6105e4a0e87a0509c1bd8ca5d81e06a38
dist-bs-1,20,48.80738359846249,-1.6498525440692902,-19.809279441833496,-12.519273874873742,89d78d87774bec6d6b92d63a25d11177a29e316edfe2379b666933cef3933733,1798fdca7ab8e4db6a9da0a39e88bb8f6c86b32a5a8af420c976e7be07eab811
dist-bs-1,21,48.807385602509136,-1.649852991104126,-19.809279441833496,-12.509554032840375,ce726e48aa3e7fdf382cd22c97000cc71717f050f5a8b79303a315dbcd392101,a6f9ac300b658bf0dbb58bc372854d52241cec0736d0c1c6b5333867aac55411
dist-bs-1,22,48.80738335401639,-1.6498532891273499,-19.809279441833496,-12.499844996157588,86d5aa1352d8d463f815b57287616b7d59a4689310dbccb913ee0ce998905bca,83aaa20c9a66aaf8a314c58eb3b7a8c16d7310e030c256d550dfb6a145cacf4f
dist-bs-1,23,48.80738123592886,-1.6498532891273499,-19.809279441833496,-12.490146947988261,cb094cfbafb4838a05698cfe7ae00eb3aabe7d656c1700637b33b0d59687e40d,7ca721010cd9e6d47787099ca7f5017a23aa0229691b524cb530aed04868691d
dist-bs-1,24,48.80737707200431,-1.6498532891273499,-19.809279441833496,-12.480459543131154,4519d5c2b79d56c50ec418821633738d404d3b9f9617e3a5fdfe7f21b08071f0,03772af3e8dd25437200fcdbbb5175a7f5f60e021510bef23cca1b371ad3989f
dist-bs-1,25,48.807381078859486,-1.6498540341854095,-19.809279441833496,-12.470783153037173,505041265ed9c22b99eed2cd2fe0dce3492958d2ecfeacefc03a086004eb2319,66148cf36d35c71ba442ffbd972673917acb700cae44fd2a9d5434840a81f616
dist-bs-1,26,48.807383203528005,-1.6498537361621857,-19.80928063392639,-12.461117302246368,594241c0abc357a181f4af19cb207867372189ed1e968cb3efb5bf7da4b027ac,33caed51919e55c0eb5ee3c813fb71bfb4a9c0ad46da601e6515d54ba3955b5d
dist-bs-1,27,48.80737505532131,-1.6498537361621857,-19.80928063392639,-12.451462201179213,b8583befb8cb16c715d2889a95458b19ac0332fb5d3f79497167a5c37872ff08,707c2dcb8e03a66e3f7522bcfd8dbf75e3a89091d4aee694e25cb8397e868ea1
dist-bs-1,28,48.80738478309851,-1.6498532891273499,-19.809279441833496,-12.44181803119383,7ace5f05ce97b9d85e0c76407052de33c10cd0e94131ccddc35184e4cf1a68c4,ff33835123a077915ed6ef4df2dd5d57b2022af38200c19cc7de14d07e9db77a
dist-bs-1,29,48.807391722800716,-1.6498540341854095,-19.809279441833496,-12.432184369123053,71ffac759c7892cd15706b7d0bf8ed0933b93c647d00df1c21e2aae1c0e2abfa,3aa3fa3cd580059645081d5ba194e82f52651c02b510a5ced5847b590666c9e1
dist-bs-1,30,48.807384934612436,-1.649852991104126,-19.809279441833496,-12.42256153784144,b6f141dd34f71c2d5d28742e9c0e42f42b420c09c924c5f824e9e9f40e33d870,d5fe331b1e03e463563a717101f583eab4f6d4cdd0ee507c7cf6cbad092a1165
dist-bs-1,31,48.80737896869699,-1.6498540341854095,-19.80928063392639,-12.412949174575951,a54a2bfe63b9f4645b31ab96848dad7f0283cf36068cadca6ef01289b595e016,304bf5d4b80c1b9764f648b1ac92a94e11fa29533931b4cd50ab980839ffc8ec
dist-bs-1,32,48.80738199898426,-1.6498532891273499,-19.809279441833496,-12.403347661650695,7b2cebcc537449f42fa9ca087f12eb0ee39d6fcdf5e3ea8b47883d4e3fee135c,0a7784a972fc6e0064986f7f69d8013b9ad550c29deb0dc617a4548f3576af6b
dist-bs-1,33,48.807379043893775,-1.6498525440692902,-19.809279441833496,-12.393756519566047,3bdb4f239cb18e57ad5025c3f70a54c0d2bf536ab0e0013101bd672412d65442,efc951209d3d100658e01724582949c8fc9e904e06f2136224e4aeee2356bc45
dist-bs-1,34,48.80737385783097,-1.6498540341854095,-19.809279441833496,-12.384175963290293,91e992ad9978373c6089b0ad1abf78778176ba5f292b607574e92226c7ef3802,24f58da878c2929cf5e532a8b46c515f27f36d05331672685123553602519803
dist-bs-1,35,48.807384030754555,-1.6498522460460663,-19.80928063392639,-12.374606175104928,fa04d1cc29d5d4dd2abbe934c0ea51e2304e209b1a5da36ae1695d546edb30a0,687488e07c42cff2b79ab1b1fd27338181ee6b8d8ea9cf6b43e414fc44cef6a4
dist-bs-1,36,48.807382254114906,-1.6498532891273499,-19.809279441833496,-12.365046726556779,1636777ab4a19d852b8c2045eb59b5a22db51604e00d24702f07198309c3d67a,9dcffcbcdc9679bb8d7798fc83039ebfed8654016281634bef6e9973bd4bb712
dist-bs-1,37,48.80738265145201,-1.6498532891273499,-19.80928063392639,-12.355497939630162,92a2b36fa96861eb21b44b996c73f4921c7ef3eeea656422c911683aadb64403,646120c74e8abc98c5981646bf4b173d092a71f1331e54801a9060fddc4ced87
dist-bs-1,38,48.807380987196034,-1.6498537361621857,-19.809279441833496,-12.34595948925298,28c7bf8c723353488a0474d3b0c8715a457fcac2e9023b59ad40990dd02d42e3,3d54eeb7ab0035e638093a1429df247e10b135d2cc24d8272298ab866ed6f755
dist-bs-1,39,48.80738063861626,-1.6498532891273499,-19.80928063392639,-12.336431692520577,868a9294353f800350ceda9d04f963f67913722e5140a5b994e4c80ef9832d8f,74bb516e82f5677a88025d9f8becfebaf9a43e17e61a89371fb135efbf8955f5
dist-bs-1,40,48.80738599647286,-1.6498525440692902,-19.809279441833496,-12.326914115324833,5247746d8f0610cc03291225952c5d0a415a1397dc0d8ce42e88e1cf8b88c076,ded042b01d906ba2591f3518180c067c9740b396231719b2ebb86662f2cfc8db
dist-bs-1,41,48.80738392034068,-1.6498532891273499,-19.809279441833496,-12.317406965135751,06a20350670f7c7aef613be52fa8aff41a9a9e52a5d45df8f74dd16f223b4364,d860afe93e9aa956dde8fbce94044cf85267d0a976d5df7356e9ee80a426a41c
dist-bs-1,42,48.807380427392,-1.6498537361621857,-19.809279441833496,-12.307910421578436,5deae17ce039d7bb041aeb70e0adf8567db4b75341511f88a4c23fb36babbb9b,a3b264826101e4f1518b214ddd3c42592930dd9bb4ba686ebd692f0354469c19
dist-bs-1,43,48.80737865807803,-1.6498537361621857,-19.80928063392639,-12.298424036925404,be7baa86eae92949fadfbd1090882adb18b6c0ed7b4c289e7b4c055a99db52c6,2d45885d9c90300ecfee46a0981779bbf3d6b1ed00cd4b88c8f40fbc2f077e1b
dist-bs-1,44,48.80738313068799,-1.6498537361621857,-19.809279441833496,-12.288948187008605,2c6a629b9bbca9392f8802265e8c754ad92d0b579997bfd8d6d4ceef7b128dd3,07a939e223ce56226ff56a62b95c9a51100ead8bced913d3ccc92967cf842e4d
dist-bs-1,45,48.807391853755405,-1.649852991104126,-19.809279441833496,-12.279482491326654,ea06e26186e7d51bf0f82fd4daf1216977e7e74fcb718bc9001f897d3b882a09,fe1576913735cafcfd31fcc36e83a588b9fcb1a4a1b54828266653998d9905e0
dist-bs-1,46,48.80738142200583,-1.6498537361621857,-19.809279441833496,-12.270027305173265,47497748cd8d44240bc5c5bb5d2350d7a603198c46e68f62d78a08a79421a992,09fd8332594c30d15edf37cdc1f1be778e39e09ceaf2cb9fa791dc095fc526d6
dist-bs-1,47,48.80737986520778,-1.6498532891273499,-19.809279441833496,-12.26058217563761,b0855351ffdc47332e2905fbf93d21a063ef342aee7f39993cfe74110a61b9bd,8d64a79ae868ad3588a173fd52938f6ed7c5aff8bfbb4dbaee4d1fec1239c48c
dist-bs-1,48,48.80738228191369,-1.649852991104126,-19.809279441833496,-12.25114730594889,65c610dbfa1ba0c5ba57a0dc91562a9cc19001000b066686e06bf10f4fb03ab5,66437865edd3d4d55ce5f4d47e45e8333567bd30f38e1c2023cd5ba2b4fba822
dist-bs-1,49,48.80738757373699,-1.6498532891273499,-19.809279441833496,-12.24172289727395,5c368c4245e18178e926b1217c43b189623a4b64479a5aa88e6c1a3ae05af85e,692035a6c124e9fb8c4ab1f0d2ba63f980b57a2c4c95ccd87ccc73bf87007290
dist-bs-1,50,48.807383207908885,-1.6498532891273499,-19.809279441833496,-12.232308485482884,1c0071971c7de48c5ba681144b15629d20a0e2dff6bb12622024a36351321e6b,45594d9b2efc1673adbc0a3668c40e557fb66bff7c7ea3804238c6bbbca9c7cc
dist-bs-1,51,48.80737751413022,-1.6498532891273499,-19.809279441833496,-12.222904450667784,cb65caaf77c32e0dcf34e2c0872a19d540e77b13ed480c4c4275d770d7ea3732,3f0b74a7a131db44c154268d8dc48ebf75dbeb9bb31f45ac6b678d0f53865443
dist-bs-1,52,48.807379099442905,-1.6498532891273499,-19.809279441833496,-12.213510422446843,10e5b731c8a5d87bb8a1687fbf5bd515cbb230a8ece6cff521aa1b2ae05f61c7,ef7dbf6172335f2fb5ef5d71bad350ac7dea7f6ecee7ec7516cf46f5dc7c3b9e
dist-bs-1,53,48.807381572790305,-1.6498537361621857,-19.809279441833496,-12.204126616685988,a75b2815ec5f9a04420fce183189e47992efb06e10f0bcc1cb46fec6812ef74d,223083762744b9d2b2168ac6e16b7c583da5029de8ee08050691c8c3a3d901e2
dist-bs-1,54,48.80738177238975,-1.649852991104126,-19.809279441833496,-12.194752936302082,86ecf6ba2a93a85797549722eb3f6588c38c0cfad6ae2e92fcb76f28faa08dd1,f4655679ac7232e11d7c879d6a53f959c45dd7ea5ffc1de25db30c2354de0e9b
dist-bs-1,55,48.807382555796934,-1.6498532891273499,-19.809279441833496,-12.185389283181934,249b73a2231eff522a231ffa65a467135d5f2e7bb035544b5b102728feb5b349,a7b1f276b42e96df1576406f13ddd3205de102e374fecba43c5317242a006ffa
dist-bs-1,56,48.807382187448766,-1.6498537361621857,-19.809279441833496,-12.176035915339023,46d35fe7e7f23ac6164026ff5a21cbb734d35f335ea4d357eab78d7ffaf8cc14,e6fb0324ce9ab4fb5368f3e67ca31a86a5c02fbea602bb0044e58f229c53045c
dist-bs-1,57,48.807377303560685,-1.6498532891273499,-19.809279441833496,-12.166692397571673,517c6ea856ec532c6bd5d3f7dce05f9e12c99a6bda84b4bd35a5c4ce2514783c,85d574d8871611723fd3d81d8b17caf2227eac7d82593992fc662d7585e50bf5
dist-bs-1,58,48.80738217872023,-1.649852991104126,-19.809279441833496,-12.15735910092752,000113ff74682d2cf597b73238bbf92b5ccf4bc2b920edf0c3f5b3eeb6976d26,1559b6425b3b101480c4120cbf933d7dbef219d5b9363590cc18a6241d25d5eb
dist-bs-1,59,48.807375185375776,-1.6498532891273499,-19.80928063392639,-12.148035651142486,09d0273ce9f2c6bfcf02120535fed319ba60f9889ef125cfe08d01ffc81de6dd,f353995a29d2f2bf5a1576de63d0e01db1515a9a763ef7cb62f296599e3cc920
dist-bs-1,60,48.80738374005527,-1.6498525440692902,-19.809279441833496,-12.138722280928306,137bdfbb52e28ab563337cf1d275caf41cc0755cebd6513cd796550c4660af06,dce710c5668d5b7583a90778e9447913fcf4350706f068c2b704137d9584d4ff
dist-bs-1,61,48.80737880114336,-1.6498537361621857,-19.80928063392639,-12.129418879265572,4bbecf6f58aa3d939583076d340c1f04056d97022a9342adf05de090dda5a664,381c1b2e88a90cdf05d98b98dffd752d4f83c7f702ec75dfcfb0e8606d80ebbf
dist-bs-1,62,48.807384924214595,-1.649852991104126,-19.809279441833496,-12.120125353126115,c579e62c1c199d27459bf8ff0e8f9c8a675fae5f98d3d539991654d3c18bebc8,6b9c7c3f16bbca3b18a13f6c8e83dcdfc5c2849137655721bb1b13c01892a42d
dist-bs-1,63,48.807380833142155,-1.649852991104126,-19.809279441833496,-12.110841967995523,1519dd9825fbceacaabf622dc4c240b0daa88a384648f53bcd12b64b3be69870,4f79d9c68c646daecded7c5d6558781e82c1906c60761c897757b858dbd661a2
dist-bs-1,64,48.80738574465424,-1.649852991104126,-19.80928063392639,-12.101568247007418,c84d62c758bf4476f80a13e4c6ef9b2155167516fc2192589646e8b6bd8baf62,9f05ff9565f03b085b2a6bf996819acc903b965607cc5b1fe3d39bdec6105055
dist-bs-1,65,48.80738117343131,-1.649852991104126,-19.809279441833496,-12.092304660238522,24567d0c601bd0ab99391efc00f2d77e9ebc7deb05e0e9b5ec4deafd4c843fb4,a759910a556f590d27890d08fc8c32e2e0ac5aad599a866faa6b75568ed4e13d
dist-bs-1,66,48.807378577630416,-1.649852991104126,-19.809279441833496,-12.083050745140376,ea5bac95497e1a11aa2d14fba345bc7c349c074d08251771a3e1f06d991913f7,b006ebb4c04fa7ca59859fe6e668620d377995bc69d8f0cab063789263f23fd7
dist-bs-1,67,48.807379809000565,-1.6498532891273499,-19.80928063392639,-12.073806755789038,ceb1cf1d902ef954d809d4eabb2ee207be7c9ec0b7674f6aa6d9565c292f8d12,9aee657d966e0318fec3e9a2dac63fedc54915c64df4e9ef11c2424cb00fdf75
dist-bs-1,68,48.80738816703867,-1.6498532891273499,-19.809279441833496,-12.064572589355876,0c7380f923fdcf63291e73ebabf238a64f48059c4697b8335ad35024e7136335,218a4b08ac585a21abaa784b3e9f95b599449c901a9895f3f12b4d29261648dc
dist-bs-1,69,48.80738245913971,-1.6498532891273499,-19.809279441833496,-12.055348157010581,4c948d11578a53aef92d4138f0a9e495745852449f2e643963b6f3a95b1c6c2c,f0babf915a8353341e5009379d82f188acea745c248b5943d3a5c39764706433
dist-bs-1,70,48.807380677605494,-1.6498532891273499,-19.80928063392639,-12.046133673777275,45aafd7b3143c44f09865d9cbc1e47b3e04bbb2a553e46bef2faf1cab7c86ce5,494b075d053764ce0521bb6cf30ef14a4b9d94644d2269cc920a63375feb0005
dist-bs-1,71,48.807381168127755,-1.6498532891273499,-19.809279441833496,-12.03692877551407,556af0c258033d005241ec4ebd8e706257f9e33fbcbf394cb31ac7fb8a198bbd,e724ebd4a6307b0d7fabb2a274ab816c9078322aa03be88097878135d3749463
dist-bs-1,72,48.8073831197666,-1.6498540341854095,-19.809279441833496,-12.027733842035936,6e6dd7662e41151a7ad600bade1182b620f6b767fa9e407d6133277fe0a40f65,4a81ae904b120f3f897d8872f3e939e4b3d0ecfe4642b78d79b86a3ea7550560
dist-bs-1,73,48.80737905547783,-1.6498537361621857,-19.809279441833496,-12.01854842099719,36ccd5a7575d89695416dcf0a33af41134cf2e97418b6c5049f1e5376394bb28,808e3d51b9dbf9e48a6b98cc39a812686115c31ecf5de95745acde4335134650
dist-bs-1,74,48.80738135873335,-1.6498532891273499,-19.80928063392639,-12.00937267103891,ab3eaf4b5bcc7fe7aaa692d36af2be3a02bc8b8cae97651132e6da99c25594c5,6f37666d506149b1d91f6dc8be29ed5044f7548fab3807a625c2ed080f06e7ce
dist-bs-1,75,48.807384056587814,-1.6498537361621857,-19.80928063392639,-12.000206834391694,0bccc02f7d91d5170452574701ac40f931331f57a9e8e5f81b80ffc52dcdfa60,17c77f1eba1c49b8b9eb61822f474b57494fb81fa231c0dbbe1ca7cc7a36e1b5
dist-bs-1,76,48.807384230809646,-1.6498540341854095,-19.809279441833496,-11.991050468306304,49da8b954ca630412524ed369478a5e2b435911c2a2f618a97683902774ee03c,db3bf280d3e89c73e90ed319cfeb3c6dd93e40348b1e3468b2428e275aaf4673
dist-bs-1,77,48.807383482180626,-1.649852991104126,-19.80928063392639,-11.981903916554668,2937d948f3d122464a50793fe8538a0f6da5f10660d3209a32ed87b11230749a,7f13dffbdead0337a9105cc493e91f76f7ff3896573372f1490d9a8a9c3f159f
dist-bs-1,78,48.80738099387163,-1.6498532891273499,-19.80928063392639,-11.972766798031614,c1a2659e307d6a73dd8ca45c08f38ba764bd635019dc88bbb408adbd6b2f9c51,fabe2a1f650ccd72401b8dd140af052ebde7bfeac20ee708bc85c633828270fb
dist-bs-1,79,48.80738073095859,-1.6498537361621857,-19.809279441833496,-11.963639499272674,903a86d4955a81df85d8b1ea2a5b61d302eb500c6140d9de6d201d772518a4bd,647268407a11a31cda038c42b0691d37a0118a111760b3fe9aabd8b18afd12a8
dist-bs-1,80,48.80738810849496,-1.6498537361621857,-19.809279441833496,-11.95452155276623,7e09097ffb61cff4449e0b941ccce8d9c02ae45099b3aed1678e0936a5d9611e,700cb0499516fd726c357efa79920ca5ea488987f24458a557fbbe01fa7d0838
dist-bs-1,81,48.807387056405574,-1.649852991104126,-19.809281826019287,-11.945413174200114,8e8bd611cb75a28ef0bddb1636a8551b12f4bffe358274c5cb866e7f99790cf9,b8c52fefef4b51e2046937e67d33e520f5c0200b088767e073f98fdd47b2cbc6
dist-bs-1,82,48.807383041916424,-1.6498532891273499,-19.809279441833496,-11.93631455536719,9e3665b59e889b632f311adb7d2481ff883cd4eeeacdc4cc314ad05effceec5d,d050b1f05fe05897bda9a265c976b5ec06969bc84dcb005a73abcf5920c51c12
dist-bs-1,83,48.807382092663474,-1.6498537361621857,-19.80928063392639,-11.927225248931174,f483222d6af094b8b681cf7dcd18d24a8247313c1f161291b6c4f8bb2de6f2f6,36fbd469bd234db26f5c80d80820e9ef7d4a4cbe5f225ead4086ee1088ca32ff
dist-bs-1,84,48.80738307603299,-1.649852991104126,-19.809279441833496,-11.918145631445856,27cd26161a56da198996813b8b7145e318e470f2c7b8e16c410ee837dc19c9b8,26d98291958c9b518ecba57aeb0879397d717068c960090dc27b9a4c9e2ab983
dist-bs-1,85,48.80738058938733,-1.6498532891273499,-19.809279441833496,-11.909075306649019,469195875b59c88bfd96a230bdd78a6a1e22292ae0de1f89d6c521f6e70811db,2d7348b7db9b75d88e912cf1df2241252e02cb94123709a2253769779b264747
