series,source,x,y
spectrum,Roland hardware demo,5598.6328125,7.068683745975468e-14
spectrum,Roland hardware demo,5604.01611328125,6.041178570847378e-14
spectrum,Roland hardware demo,5609.3994140625,3.953499176255135e-14
spectrum,Roland hardware demo,5614.78271484375,2.424779195248257e-14
spectrum,Roland hardware demo,5620.166015625,2.7522084207454688e-14
spectrum,Roland hardware demo,5625.54931640625,3.7793254853771274e-14
spectrum,Roland hardware demo,5630.9326171875,3.085569248565713e-14
spectrum,Roland hardware demo,5636.31591796875,4.17410179229076e-14
spectrum,Roland hardware demo,5641.69921875,9.298655866563782e-14
spectrum,Roland hardware demo,5647.08251953125,1.1364097596971989e-13
spectrum,Roland hardware demo,5652.4658203125,4.02138175190081e-14
spectrum,Roland hardware demo,5657.84912109375,2.3831570126597174e-14
spectrum,Roland hardware demo,5663.232421875,2.6131061290485258e-14
spectrum,Roland hardware demo,5668.61572265625,3.861396879328849e-14
spectrum,Roland hardware demo,5673.9990234375,5.693080555591035e-14
spectrum,Roland hardware demo,5679.38232421875,5.4545079661728196e-14
spectrum,Roland hardware demo,5684.765625,4.693275051904054e-14
spectrum,Roland hardware demo,5690.14892578125,3.180707650388137e-14
spectrum,Roland hardware demo,5695.5322265625,7.814809997036543e-14
spectrum,Roland hardware demo,5700.91552734375,1.1748718317661222e-13
spectrum,Roland hardware demo,5706.298828125,4.2494443565094936e-14
spectrum,Roland hardware demo,5711.68212890625,3.190285898955689e-14
spectrum,Roland hardware demo,5717.0654296875,2.9815549578956005e-14
spectrum,Roland hardware demo,5722.44873046875,2.615805114831657e-14
spectrum,Roland hardware demo,5727.83203125,2.67809845887158e-14
spectrum,Roland hardware demo,5733.21533203125,2.849174889074657e-14
spectrum,Roland hardware demo,5738.5986328125,2.7760998320557236e-14
spectrum,Roland hardware demo,5743.98193359375,9.125304814084148e-14
spectrum,Roland hardware demo,5749.365234375,1.9715857364679262e-13
spectrum,Roland hardware demo,5754.74853515625,1.1458611566105698e-13
spectrum,Roland hardware demo,5760.1318359375,6.270811235727092e-14
spectrum,Roland hardware demo,5765.51513671875,2.8312302589178495e-13
spectrum,Roland hardware demo,5770.8984375,4.421628265350447e-13
spectrum,Roland hardware demo,5776.28173828125,1.1120625091360498e-13
spectrum,Roland hardware demo,5781.6650390625,3.6672738684771083e-14
spectrum,Roland hardware demo,5787.04833984375,2.4991354743032074e-14
spectrum,Roland hardware demo,5792.431640625,2.1632594668493862e-14
spectrum,Roland hardware demo,5797.81494140625,1.852401424525668e-14
spectrum,Roland hardware demo,5803.1982421875,1.2389928696183126e-14
spectrum,Roland hardware demo,5808.58154296875,1.583795079676889e-14
spectrum,Roland hardware demo,5813.96484375,2.1624527526704213e-14
spectrum,Roland hardware demo,5819.34814453125,2.9230043136364153e-14
spectrum,Roland hardware demo,5824.7314453125,3.646698421748765e-14
spectrum,Roland hardware demo,5830.11474609375,4.599119208300445e-14
spectrum,Roland hardware demo,5835.498046875,4.220219009323789e-14
spectrum,Roland hardware demo,5840.88134765625,2.935051832651803e-14
spectrum,Roland hardware demo,5846.2646484375,2.4524249953939217e-14
spectrum,Roland hardware demo,5851.64794921875,2.2468833027868354e-14
spectrum,Roland hardware demo,5857.03125,1.9416607400677896e-14
spectrum,Roland hardware demo,5862.41455078125,1.6904236528354072e-14
spectrum,Roland hardware demo,5867.7978515625,2.3440867709346655e-14
spectrum,Roland hardware demo,5873.18115234375,4.32554484580943e-14
spectrum,Roland hardware demo,5878.564453125,3.9548584947288884e-14
spectrum,Roland hardware demo,5883.94775390625,2.2467320227024558e-14
spectrum,Roland hardware demo,5889.3310546875,7.894389081244263e-14
spectrum,Roland hardware demo,5894.71435546875,1.411958793157489e-13
spectrum,Roland hardware demo,5900.09765625,5.96517396567707e-14
spectrum,Roland hardware demo,5905.48095703125,3.7045124861570175e-14
spectrum,Roland hardware demo,5910.8642578125,4.476280457410553e-14
spectrum,Roland hardware demo,5916.24755859375,4.274925818068334e-14
spectrum,Roland hardware demo,5921.630859375,2.3769743497711188e-14
spectrum,Roland hardware demo,5927.01416015625,1.9721607024325224e-14
spectrum,Roland hardware demo,5932.3974609375,1.8469048583243455e-14
spectrum,Roland hardware demo,5937.78076171875,1.642011992954856e-14
spectrum,Roland hardware demo,5943.1640625,2.0104384601321232e-14
spectrum,Roland hardware demo,5948.54736328125,2.3359376363557213e-14
spectrum,Roland hardware demo,5953.9306640625,2.2056548211121796e-14
spectrum,Roland hardware demo,5959.31396484375,1.726665651549577e-14
spectrum,Roland hardware demo,5964.697265625,1.9653969749421074e-14
spectrum,Roland hardware demo,5970.08056640625,2.1152906357936596e-14
spectrum,Roland hardware demo,5975.4638671875,2.1302360239281934e-14
spectrum,Roland hardware demo,5980.84716796875,1.7841851178987747e-14
spectrum,Roland hardware demo,5986.23046875,2.0020938303489527e-14
spectrum,Roland hardware demo,5991.61376953125,2.1060369702514958e-14
spectrum,Roland hardware demo,5996.9970703125,1.8184326928353395e-14
spectrum,Roland hardware demo,6002.38037109375,1.3840763997689971e-14
spectrum,Roland hardware demo,6007.763671875,1.3122344533146764e-14
spectrum,Roland hardware demo,6013.14697265625,1.8149044617968464e-14
spectrum,Roland hardware demo,6018.5302734375,1.9066379605778977e-14
spectrum,Roland hardware demo,6023.91357421875,1.9167683052204697e-14
spectrum,Roland hardware demo,6029.296875,1.5044225021017092e-14
spectrum,Roland hardware demo,6034.68017578125,1.0710942529234494e-14
spectrum,Roland hardware demo,6040.0634765625,1.1169904790605395e-14
spectrum,Roland hardware demo,6045.44677734375,1.2365357964449174e-14
spectrum,Roland hardware demo,6050.830078125,1.6198160027918254e-14
spectrum,Roland hardware demo,6056.21337890625,1.8512694496949575e-14
spectrum,Roland hardware demo,6061.5966796875,2.1688480208287807e-14
spectrum,Roland hardware demo,6066.97998046875,2.1155696484464852e-14
spectrum,Roland hardware demo,6072.36328125,1.7496146540027166e-14
spectrum,Roland hardware demo,6077.74658203125,1.2598042997257614e-14
spectrum,Roland hardware demo,6083.1298828125,1.2137166441425918e-14
spectrum,Roland hardware demo,6088.51318359375,1.2766072311136238e-14
spectrum,Roland hardware demo,6093.896484375,1.0995177140179883e-14
spectrum,Roland hardware demo,6099.27978515625,1.758142581715673e-14
spectrum,Roland hardware demo,6104.6630859375,2.112179314371805e-14
spectrum,Roland hardware demo,6110.04638671875,1.803053115612043e-14
spectrum,Roland hardware demo,6115.4296875,1.780381262339245e-14
spectrum,Roland hardware demo,6120.81298828125,1.9936218068105152e-14
spectrum,Roland hardware demo,6126.1962890625,2.002197676588286e-14
spectrum,Roland hardware demo,6131.57958984375,1.9774241651667607e-14
spectrum,Roland hardware demo,6136.962890625,2.2789828021691633e-14
spectrum,Roland hardware demo,6142.34619140625,2.9338866541295597e-14
spectrum,Roland hardware demo,6147.7294921875,2.7518892587309433e-14
spectrum,Roland hardware demo,6153.11279296875,2.0842995637261087e-14
spectrum,Roland hardware demo,6158.49609375,1.6279343053714895e-14
spectrum,Roland hardware demo,6163.87939453125,1.4292075010448324e-14
spectrum,Roland hardware demo,6169.2626953125,2.5061018120746056e-14
spectrum,Roland hardware demo,6174.64599609375,5.932622828327266e-14
spectrum,Roland hardware demo,6180.029296875,3.132981748381683e-14
spectrum,Roland hardware demo,6185.41259765625,1.8059850354556692e-14
spectrum,Roland hardware demo,6190.7958984375,1.6697631639991592e-14
spectrum,Roland hardware demo,6196.17919921875,1.3563142172963796e-14
spectrum,Roland hardware demo,6201.5625,1.0355458894897862e-14
spectrum,Roland hardware demo,6206.94580078125,9.694303939786729e-15
spectrum,Roland hardware demo,6212.3291015625,1.429483464379048e-14
spectrum,Roland hardware demo,6217.71240234375,2.0181573019738622e-14
spectrum,Roland hardware demo,6223.095703125,2.320511811133505e-14
spectrum,Roland hardware demo,6228.47900390625,1.7359869103209316e-14
spectrum,Roland hardware demo,6233.8623046875,1.1570929151351154e-14
spectrum,Roland hardware demo,6239.24560546875,1.1750086784090806e-14
spectrum,Roland hardware demo,6244.62890625,1.2661715310935667e-14
spectrum,Roland hardware demo,6250.01220703125,1.1772668682464606e-14
spectrum,Roland hardware demo,6255.3955078125,1.4548175422050662e-14
spectrum,Roland hardware demo,6260.77880859375,1.4979606571536956e-14
spectrum,Roland hardware demo,6266.162109375,1.2698638324139429e-14
spectrum,Roland hardware demo,6271.54541015625,1.4421494868525203e-14
spectrum,Roland hardware demo,6276.9287109375,1.556338506691641e-14
spectrum,Roland hardware demo,6282.31201171875,1.4359839340294563e-14
spectrum,Roland hardware demo,6287.6953125,1.4207338681437951e-14
spectrum,Roland hardware demo,6293.07861328125,1.3305981276111496e-14
spectrum,Roland hardware demo,6298.4619140625,1.4102492096193867e-14
spectrum,Roland hardware demo,6303.84521484375,1.3849629044515935e-14
spectrum,Roland hardware demo,6309.228515625,1.6578338907832085e-14
spectrum,Roland hardware demo,6314.61181640625,1.7682829213470225e-14
spectrum,Roland hardware demo,6319.9951171875,1.3280196746164128e-14
spectrum,Roland hardware demo,6325.37841796875,1.552394721289225e-14
spectrum,Roland hardware demo,6330.76171875,2.138183225852512e-14
spectrum,Roland hardware demo,6336.14501953125,2.1585174375974778e-14
spectrum,Roland hardware demo,6341.5283203125,1.7329403022162473e-14
spectrum,Roland hardware demo,6346.91162109375,1.4896439794577845e-14
spectrum,Roland hardware demo,6352.294921875,1.3667147654491257e-14
spectrum,Roland hardware demo,6357.67822265625,1.4136850293633343e-14
spectrum,Roland hardware demo,6363.0615234375,1.49162281782916e-14
spectrum,Roland hardware demo,6368.44482421875,1.5706687794998786e-14
spectrum,Roland hardware demo,6373.828125,1.9797897587818525e-14
spectrum,Roland hardware demo,6379.21142578125,2.1087102062330304e-14
spectrum,Roland hardware demo,6384.5947265625,1.5663763553363727e-14
spectrum,Roland hardware demo,6389.97802734375,1.564319251120671e-14
spectrum,Roland hardware demo,6395.361328125,1.504299174104589e-14
spectrum,Roland hardware demo,6400.74462890625,9.472405024528625e-15
spectrum,Roland hardware demo,6406.1279296875,9.213683892987483e-15
spectrum,Roland hardware demo,6411.51123046875,1.0634309764430503e-14
spectrum,Roland hardware demo,6416.89453125,1.091148350872758e-14
spectrum,Roland hardware demo,6422.27783203125,1.274469912877817e-14
spectrum,Roland hardware demo,6427.6611328125,1.406365140039752e-14
spectrum,Roland hardware demo,6433.04443359375,1.3230708846220796e-14
spectrum,Roland hardware demo,6438.427734375,1.4193439717806455e-14
spectrum,Roland hardware demo,6443.81103515625,1.711073977276288e-14
spectrum,Roland hardware demo,6449.1943359375,2.1539202509795498e-14
spectrum,Roland hardware demo,6454.57763671875,2.390601415826546e-14
spectrum,Roland hardware demo,6459.9609375,1.9376617281172126e-14
spectrum,Roland hardware demo,6465.34423828125,1.8799313505641485e-14
spectrum,Roland hardware demo,6470.7275390625,1.5796407218837856e-14
spectrum,Roland hardware demo,6476.11083984375,1.3827016652956034e-14
spectrum,Roland hardware demo,6481.494140625,1.0998993870640211e-14
spectrum,Roland hardware demo,6486.87744140625,1.0389938218048796e-14
spectrum,Roland hardware demo,6492.2607421875,1.2308740588188802e-14
spectrum,Roland hardware demo,6497.64404296875,1.2271122160935344e-14
spectrum,Roland hardware demo,6503.02734375,1.3097473951749483e-14
spectrum,Roland hardware demo,6508.41064453125,1.377305303091941e-14
spectrum,Roland hardware demo,6513.7939453125,1.4013204659157896e-14
spectrum,Roland hardware demo,6519.17724609375,1.3563578394931632e-14
spectrum,Roland hardware demo,6524.560546875,1.3266851742080137e-14
spectrum,Roland hardware demo,6529.94384765625,1.5162435245070008e-14
spectrum,Roland hardware demo,6535.3271484375,1.3766225098331593e-14
spectrum,Roland hardware demo,6540.71044921875,1.1561079852240481e-14
spectrum,Roland hardware demo,6546.09375,1.0721282260421627e-14
spectrum,Roland hardware demo,6551.47705078125,1.216142292393644e-14
spectrum,Roland hardware demo,6556.8603515625,1.033371979430658e-14
spectrum,Roland hardware demo,6562.24365234375,9.774510336595186e-15
spectrum,Roland hardware demo,6567.626953125,1.1266818912298443e-14
spectrum,Roland hardware demo,6573.01025390625,1.283653189982064e-14
spectrum,Roland hardware demo,6578.3935546875,1.3556025402140966e-14
spectrum,Roland hardware demo,6583.77685546875,1.213108220376579e-14
spectrum,Roland hardware demo,6589.16015625,1.4916365397629056e-14
spectrum,Roland hardware demo,6594.54345703125,1.3763292670268198e-14
spectrum,Roland hardware demo,6599.9267578125,1.0516058035763172e-14
spectrum,Roland hardware demo,6605.31005859375,1.3117890833910101e-14
spectrum,Roland hardware demo,6610.693359375,1.6564423850574592e-14
spectrum,Roland hardware demo,6616.07666015625,1.458347128496275e-14
spectrum,Roland hardware demo,6621.4599609375,1.4421040858865475e-14
spectrum,Roland hardware demo,6626.84326171875,1.3894760654011538e-14
spectrum,Roland hardware demo,6632.2265625,1.632953992023508e-14
spectrum,Roland hardware demo,6637.60986328125,2.2048921526464718e-14
spectrum,Roland hardware demo,6642.9931640625,4.292355723243754e-14
spectrum,Roland hardware demo,6648.37646484375,1.2866888544210697e-13
spectrum,Roland hardware demo,6653.759765625,8.159956271878294e-14
spectrum,Roland hardware demo,6659.14306640625,2.3153825184181118e-14
spectrum,Roland hardware demo,6664.5263671875,2.1200726450006785e-14
spectrum,Roland hardware demo,6669.90966796875,1.9056259256125183e-14
spectrum,Roland hardware demo,6675.29296875,1.5777855503227092e-14
spectrum,Roland hardware demo,6680.67626953125,1.1687763793897729e-14
spectrum,Roland hardware demo,6686.0595703125,1.664872395761713e-14
spectrum,Roland hardware demo,6691.44287109375,1.7192266693936108e-14
spectrum,Roland hardware demo,6696.826171875,1.6861779848905897e-14
spectrum,Roland hardware demo,6702.20947265625,1.4123857655255409e-14
spectrum,Roland hardware demo,6707.5927734375,1.512695134084363e-14
spectrum,Roland hardware demo,6712.97607421875,1.765444005721005e-14
spectrum,Roland hardware demo,6718.359375,1.631584000934619e-14
spectrum,Roland hardware demo,6723.74267578125,1.515413262812102e-14
spectrum,Roland hardware demo,6729.1259765625,1.3779133880447748e-14
spectrum,Roland hardware demo,6734.50927734375,1.3236199313784898e-14
spectrum,Roland hardware demo,6739.892578125,1.6351398452471924e-14
spectrum,Roland hardware demo,6745.27587890625,1.750492518949251e-14
spectrum,Roland hardware demo,6750.6591796875,1.582116260375431e-14
spectrum,Roland hardware demo,6756.04248046875,1.494165441330228e-14
spectrum,Roland hardware demo,6761.42578125,1.64808809909869e-14
spectrum,Roland hardware demo,6766.80908203125,1.4779234151600373e-14
spectrum,Roland hardware demo,6772.1923828125,1.2106040521713164e-14
spectrum,Roland hardware demo,6777.57568359375,1.139440070887978e-14
spectrum,Roland hardware demo,6782.958984375,9.614745523182922e-15
spectrum,Roland hardware demo,6788.34228515625,8.759887685561886e-15
spectrum,Roland hardware demo,6793.7255859375,1.153586706953251e-14
spectrum,Roland hardware demo,6799.10888671875,1.2579528551096529e-14
spectrum,Roland hardware demo,6804.4921875,1.1639277933930998e-14
spectrum,Roland hardware demo,6809.87548828125,1.1110914028026816e-14
spectrum,Roland hardware demo,6815.2587890625,1.0736672849073238e-14
spectrum,Roland hardware demo,6820.64208984375,1.1982444862181606e-14
spectrum,Roland hardware demo,6826.025390625,1.0909840264809907e-14
spectrum,Roland hardware demo,6831.40869140625,1.057733494026639e-14
spectrum,Roland hardware demo,6836.7919921875,1.2943249580845209e-14
spectrum,Roland hardware demo,6842.17529296875,1.3307185756962492e-14
spectrum,Roland hardware demo,6847.55859375,1.565718210736356e-14
spectrum,Roland hardware demo,6852.94189453125,1.914011212977157e-14
spectrum,Roland hardware demo,6858.3251953125,1.1886047430586383e-14
spectrum,Roland hardware demo,6863.70849609375,1.2175730157448512e-14
spectrum,Roland hardware demo,6869.091796875,1.1394710722938475e-14
spectrum,Roland hardware demo,6874.47509765625,1.3183562992376621e-14
spectrum,Roland hardware demo,6879.8583984375,1.1530413871418087e-14
spectrum,Roland hardware demo,6885.24169921875,1.2477900691052011e-14
spectrum,Roland hardware demo,6890.625,1.5671488493842686e-14
spectrum,Roland hardware demo,6896.00830078125,1.4356957734208003e-14
spectrum,Roland hardware demo,6901.3916015625,1.3246355238822477e-14
spectrum,Roland hardware demo,6906.77490234375,1.220212539815085e-14
spectrum,Roland hardware demo,6912.158203125,1.2971023791185678e-14
spectrum,Roland hardware demo,6917.54150390625,1.7677133763932887e-14
spectrum,Roland hardware demo,6922.9248046875,1.8126379710365834e-14
spectrum,Roland hardware demo,6928.30810546875,1.9405988995651116e-14
spectrum,Roland hardware demo,6933.69140625,1.8157787692050023e-14
spectrum,Roland hardware demo,6939.07470703125,1.486815567040313e-14
spectrum,Roland hardware demo,6944.4580078125,1.2235456144625307e-14
spectrum,Roland hardware demo,6949.84130859375,1.0967961971584603e-14
spectrum,Roland hardware demo,6955.224609375,1.268752271077261e-14
spectrum,Roland hardware demo,6960.60791015625,1.2729915862749741e-14
spectrum,Roland hardware demo,6965.9912109375,1.20612358669352e-14
spectrum,Roland hardware demo,6971.37451171875,1.1911587168011994e-14
spectrum,Roland hardware demo,6976.7578125,1.0880869196914968e-14
spectrum,Roland hardware demo,6982.14111328125,9.484375294139223e-15
spectrum,Roland hardware demo,6987.5244140625,9.713755204387477e-15
spectrum,Roland hardware demo,6992.90771484375,1.2265720631830703e-14
spectrum,Roland hardware demo,6998.291015625,1.464121521504297e-14
spectrum,Roland hardware demo,7003.67431640625,1.3070057189312756e-14
spectrum,Roland hardware demo,7009.0576171875,1.0367097974626083e-14
spectrum,Roland hardware demo,7014.44091796875,1.0490600460533444e-14
spectrum,Roland hardware demo,7019.82421875,1.1620876143151899e-14
spectrum,Roland hardware demo,7025.20751953125,1.472759902313575e-14
spectrum,Roland hardware demo,7030.5908203125,1.3692973689053041e-14
spectrum,Roland hardware demo,7035.97412109375,1.0542150038670393e-14
spectrum,Roland hardware demo,7041.357421875,1.0475674892969876e-14
spectrum,Roland hardware demo,7046.74072265625,9.576974629998958e-15
spectrum,Roland hardware demo,7052.1240234375,1.0037480185399756e-14
spectrum,Roland hardware demo,7057.50732421875,1.169519227284515e-14
spectrum,Roland hardware demo,7062.890625,1.0804017050577638e-14
spectrum,Roland hardware demo,7068.27392578125,1.2035840125110622e-14
spectrum,Roland hardware demo,7073.6572265625,1.0392662276007165e-14
spectrum,Roland hardware demo,7079.04052734375,1.093941187906445e-14
spectrum,Roland hardware demo,7084.423828125,1.2646595772827177e-14
spectrum,Roland hardware demo,7089.80712890625,1.2947726149971448e-14
spectrum,Roland hardware demo,7095.1904296875,1.2342788771569583e-14
spectrum,Roland hardware demo,7100.57373046875,1.1975578813111162e-14
spectrum,Roland hardware demo,7105.95703125,8.837450492541962e-15
spectrum,Roland hardware demo,7111.34033203125,9.721857921560911e-15
spectrum,Roland hardware demo,7116.7236328125,1.585024463296534e-14
spectrum,Roland hardware demo,7122.10693359375,3.648142104704065e-14
spectrum,Roland hardware demo,7127.490234375,3.5073743768262305e-14
spectrum,Roland hardware demo,7132.87353515625,1.6918586960546454e-14
spectrum,Roland hardware demo,7138.2568359375,1.2498230328819061e-14
spectrum,Roland hardware demo,7143.64013671875,1.4565927538559217e-14
spectrum,Roland hardware demo,7149.0234375,1.2829355836691501e-14
spectrum,Roland hardware demo,7154.40673828125,1.0796104915817336e-14
spectrum,Roland hardware demo,7159.7900390625,1.241766733113981e-14
spectrum,Roland hardware demo,7165.17333984375,1.1651934300228872e-14
spectrum,Roland hardware demo,7170.556640625,1.1635107143698718e-14
spectrum,Roland hardware demo,7175.93994140625,1.2009072189911492e-14
spectrum,Roland hardware demo,7181.3232421875,1.1645415534666803e-14
spectrum,Roland hardware demo,7186.70654296875,1.1264299836313309e-14
spectrum,Roland hardware demo,7192.08984375,1.2697577838889466e-14
spectrum,Roland hardware demo,7197.47314453125,1.1097244610324027e-14
spectrum,Roland hardware demo,7202.8564453125,9.862013075211291e-15
spectrum,Roland hardware demo,7208.23974609375,1.0914875875681334e-14
spectrum,Roland hardware demo,7213.623046875,1.1118371306094443e-14
spectrum,Roland hardware demo,7219.00634765625,1.2247187550944779e-14
spectrum,Roland hardware demo,7224.3896484375,1.2894207220232132e-14
spectrum,Roland hardware demo,7229.77294921875,1.4122778535280607e-14
spectrum,Roland hardware demo,7235.15625,1.445556592179556e-14
spectrum,Roland hardware demo,7240.53955078125,1.2359249162833576e-14
spectrum,Roland hardware demo,7245.9228515625,9.982142675922685e-15
spectrum,Roland hardware demo,7251.30615234375,1.0525800608722491e-14
spectrum,Roland hardware demo,7256.689453125,1.0443516440094419e-14
spectrum,Roland hardware demo,7262.07275390625,9.909114883342209e-15
spectrum,Roland hardware demo,7267.4560546875,8.625517766941253e-15
spectrum,Roland hardware demo,7272.83935546875,7.458391068919552e-15
spectrum,Roland hardware demo,7278.22265625,9.694923967904119e-15
spectrum,Roland hardware demo,7283.60595703125,9.90950621256384e-15
spectrum,Roland hardware demo,7288.9892578125,1.1832106678439334e-14
spectrum,Roland hardware demo,7294.37255859375,1.208516285362924e-14
spectrum,Roland hardware demo,7299.755859375,1.1243523812183055e-14
spectrum,Roland hardware demo,7305.13916015625,1.3300741530299781e-14
spectrum,Roland hardware demo,7310.5224609375,1.4598612845927866e-14
spectrum,Roland hardware demo,7315.90576171875,1.3011445897494547e-14
spectrum,Roland hardware demo,7321.2890625,1.0820169968881778e-14
spectrum,Roland hardware demo,7326.67236328125,8.965471052189977e-15
spectrum,Roland hardware demo,7332.0556640625,1.0158407691147463e-14
spectrum,Roland hardware demo,7337.43896484375,1.025420881154782e-14
spectrum,Roland hardware demo,7342.822265625,9.27269667842269e-15
spectrum,Roland hardware demo,7348.20556640625,1.0393034970503957e-14
spectrum,Roland hardware demo,7353.5888671875,1.1037057837223925e-14
spectrum,Roland hardware demo,7358.97216796875,9.946881541361436e-15
spectrum,Roland hardware demo,7364.35546875,9.169885513350857e-15
spectrum,Roland hardware demo,7369.73876953125,9.923201041255048e-15
spectrum,Roland hardware demo,7375.1220703125,1.2690354341915282e-14
spectrum,Roland hardware demo,7380.50537109375,1.1881456512012264e-14
spectrum,Roland hardware demo,7385.888671875,1.1522332330068333e-14
spectrum,Roland hardware demo,7391.27197265625,1.144542597362238e-14
spectrum,Roland hardware demo,7396.6552734375,8.415503570966074e-15
spectrum,Roland hardware demo,7402.03857421875,9.290674105695215e-15
spectrum,Roland hardware demo,7407.421875,1.1233018909571207e-14
spectrum,Roland hardware demo,7412.80517578125,1.0284904438523368e-14
spectrum,Roland hardware demo,7418.1884765625,1.2037927214292657e-14
spectrum,Roland hardware demo,7423.57177734375,1.0602698494838973e-14
spectrum,Roland hardware demo,7428.955078125,9.972672847572382e-15
spectrum,Roland hardware demo,7434.33837890625,1.0558016659838361e-14
spectrum,Roland hardware demo,7439.7216796875,9.971015204094606e-15
spectrum,Roland hardware demo,7445.10498046875,8.951173136040325e-15
spectrum,Roland hardware demo,7450.48828125,1.064021527813876e-14
spectrum,Roland hardware demo,7455.87158203125,1.1853506118818767e-14
spectrum,Roland hardware demo,7461.2548828125,1.4717729395234344e-14
spectrum,Roland hardware demo,7466.63818359375,1.3966441664205881e-14
spectrum,Roland hardware demo,7472.021484375,1.2251081361403307e-14
spectrum,Roland hardware demo,7477.40478515625,1.2791542591860175e-14
spectrum,Roland hardware demo,7482.7880859375,1.2807326203799312e-14
spectrum,Roland hardware demo,7488.17138671875,1.4348668669786173e-14
spectrum,Roland hardware demo,7493.5546875,1.5049054802882336e-14
spectrum,Roland hardware demo,7498.93798828125,1.5023459161282206e-14
spectrum,Roland hardware demo,7504.3212890625,1.179104421522234e-14
spectrum,Roland hardware demo,7509.70458984375,1.029041354081231e-14
spectrum,Roland hardware demo,7515.087890625,1.179063425127587e-14
spectrum,Roland hardware demo,7520.47119140625,1.0990236396998549e-14
spectrum,Roland hardware demo,7525.8544921875,1.1068663177584825e-14
spectrum,Roland hardware demo,7531.23779296875,1.2382590849761062e-14
spectrum,Roland hardware demo,7536.62109375,1.4661218745125326e-14
spectrum,Roland hardware demo,7542.00439453125,1.8940339409161643e-14
spectrum,Roland hardware demo,7547.3876953125,1.5592008004270026e-14
spectrum,Roland hardware demo,7552.77099609375,1.2643316908288356e-14
spectrum,Roland hardware demo,7558.154296875,1.0962640910609951e-14
spectrum,Roland hardware demo,7563.53759765625,1.467225897255984e-14
spectrum,Roland hardware demo,7568.9208984375,1.606658531802356e-14
spectrum,Roland hardware demo,7574.30419921875,1.9652409514732232e-14
spectrum,Roland hardware demo,7579.6875,2.0489051061789616e-14
spectrum,Roland hardware demo,7585.07080078125,2.5135824682515767e-14
spectrum,Roland hardware demo,7590.4541015625,2.2139113594688356e-14
spectrum,Roland hardware demo,7595.83740234375,8.379687460417784e-14
spectrum,Roland hardware demo,7601.220703125,1.2149042351566192e-13
spectrum,Roland hardware demo,7606.60400390625,3.9744608700074263e-14
spectrum,Roland hardware demo,7611.9873046875,2.5130466352091436e-14
spectrum,Roland hardware demo,7617.37060546875,2.6107666240482094e-14
spectrum,Roland hardware demo,7622.75390625,2.1792795703873963e-14
spectrum,Roland hardware demo,7628.13720703125,1.64020916802992e-14
spectrum,Roland hardware demo,7633.5205078125,1.5888107005707607e-14
spectrum,Roland hardware demo,7638.90380859375,1.1928913226948081e-14
spectrum,Roland hardware demo,7644.287109375,1.1079359509642752e-14
spectrum,Roland hardware demo,7649.67041015625,1.2296470468914876e-14
spectrum,Roland hardware demo,7655.0537109375,1.3105334417500003e-14
spectrum,Roland hardware demo,7660.43701171875,1.2681394427399226e-14
spectrum,Roland hardware demo,7665.8203125,1.0740204976463288e-14
spectrum,Roland hardware demo,7671.20361328125,1.3876258913344663e-14
spectrum,Roland hardware demo,7676.5869140625,1.5939360969345964e-14
spectrum,Roland hardware demo,7681.97021484375,1.3688553871134268e-14
spectrum,Roland hardware demo,7687.353515625,1.4202823148796138e-14
spectrum,Roland hardware demo,7692.73681640625,1.1844762197704261e-14
spectrum,Roland hardware demo,7698.1201171875,1.2652420818405445e-14
spectrum,Roland hardware demo,7703.50341796875,1.3220840912385283e-14
spectrum,Roland hardware demo,7708.88671875,1.3039794396173254e-14
spectrum,Roland hardware demo,7714.27001953125,1.3045018895391919e-14
spectrum,Roland hardware demo,7719.6533203125,1.0930185996202955e-14
spectrum,Roland hardware demo,7725.03662109375,1.1465466773154416e-14
spectrum,Roland hardware demo,7730.419921875,1.2917103367829363e-14
spectrum,Roland hardware demo,7735.80322265625,1.0314628518708416e-14
spectrum,Roland hardware demo,7741.1865234375,1.0038345006038903e-14
spectrum,Roland hardware demo,7746.56982421875,1.1888344583939336e-14
spectrum,Roland hardware demo,7751.953125,1.3758935532787522e-14
spectrum,Roland hardware demo,7757.33642578125,1.125204581066538e-14
spectrum,Roland hardware demo,7762.7197265625,1.2138517458976789e-14
spectrum,Roland hardware demo,7768.10302734375,1.3491704261225316e-14
spectrum,Roland hardware demo,7773.486328125,1.468722096254014e-14
spectrum,Roland hardware demo,7778.86962890625,1.167047246331248e-14
spectrum,Roland hardware demo,7784.2529296875,1.1517259449747227e-14
spectrum,Roland hardware demo,7789.63623046875,1.0623006109749394e-14
spectrum,Roland hardware demo,7795.01953125,9.692333741151415e-15
spectrum,Roland hardware demo,7800.40283203125,1.0697516209987566e-14
spectrum,Roland hardware demo,7805.7861328125,1.0618650666334613e-14
spectrum,Roland hardware demo,7811.16943359375,1.1606872147434943e-14
spectrum,Roland hardware demo,7816.552734375,1.233901354572367e-14
spectrum,Roland hardware demo,7821.93603515625,1.2445361920383237e-14
spectrum,Roland hardware demo,7827.3193359375,1.0540331458932638e-14
spectrum,Roland hardware demo,7832.70263671875,1.158421740422768e-14
spectrum,Roland hardware demo,7838.0859375,9.967084124186398e-15
spectrum,Roland hardware demo,7843.46923828125,1.040117241602823e-14
spectrum,Roland hardware demo,7848.8525390625,1.1965449993127895e-14
